recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Pasta with Ham and Peas,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Great use for leftover ham! Quick and easy, ham and peas with pasta, cream, and Parmesan.",dinner,medium
Traditional Roast Beef Hash,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Traditional roast beef hash! Cooked beef, ground through a meat grinder with onions and potatoes and then fried.",dinner,medium
Fried Catfish,30,https://www.simplyrecipes.com/author/hank-shaw/,,Crispy fried catfish fillets coated in a seasoned cornmeal crust!,dinner,medium
Chicken Florentine Pesto Pasta,30,https://www.simplyrecipes.com/author/elise-bauer/,,"A marriage of traditional chicken Florentine with pasta and basil pesto. Sliced sautéed chicken breasts with spinach, garlic, white wine, cream, pesto, and pasta.",dinner,medium
Mediterranean Tuna Pasta,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Quick and easy! Tuna pasta with canned tuna, tomato, red onion, kalamata olives, lemon, capers, and Mozzarella cheese",dinner,medium
Chicken Thighs with Mushrooms and Shallots,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Quick and Easy! Chicken thighs browned and baked, served with a creamy mushroom, shallot, tarragon sauce.",dinner,medium
Eggplant Green Curry,30,https://www.simplyrecipes.com/author/garrett-mccord/,"Gluten-Free, Vegan, Vegetarian","Thai green curry with sautéed asian eggplant, red bell peppers, lemongrass, and coconut milk.",dinner,medium
Baked Shrimp in Tomato Feta Sauce,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Quick and easy, shrimp baked in a tomato sauce with onions, garlic, parsley, dill, and feta cheese.",dinner,medium
Liver and Onions,30,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"Liver and onions! Calves liver, dredged in seasoned flour, sauteed in bacon fat, with thinly sliced onions.",dinner,medium
Ginger-Soy Steamed Salmon with Spicy Maple Sauce,30,https://www.simplyrecipes.com/author/nick-evans/,Paleo,"In this installment of Eat Your Food! from our writer Nick Evans, he feeds his kids Ginger-Soy Steamed Salmon with Spicy Maple Sauce. Regardless of whether you have tiny mouths to feed, this cooks quickly in a steamer basket and makes for a well-rounded, flavorful dinner.",dinner,medium
Chicken Curry in a Hurry,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","A quick, tasty, and filling recipe for chicken curry.",dinner,medium
Easy Vegetable Fried Rice,30,https://www.simplyrecipes.com/author/katie-workman/,Vegetarian,"Skip the wait for take-out, and make this Easy Vegetable Stir Fried Rice instead! It uses up a mess of vegetables along with leftover rice and some eggs for protein, and it's ready in a half an hour.",dinner,medium
Chicken Breasts with Mustard Cream Sauce,30,https://www.simplyrecipes.com/author/sally-vargas/,,"Easy recipe for chicken breasts with a quick mustard cream sauce! Ready in under 30 minutes. Great with rice, pasta, or a green salad.",dinner,medium
Tuna Pasta with Tomato and Olives,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Easy to make! Pasta with sauce of tuna, tomato, garlic, shallots, olives, parsley.",dinner,medium
Broccoli and Cheddar Quesadillas,30,https://www.simplyrecipes.com/author/nick-evans/,Vegetarian,Welcome to Eat Your Food! It's our recipe column with real meals for real kids. This broccoli and cheddar quesadilla may just make a believer out of your kids—and the spicy pico de gallo keeps it interesting for adventurous kids and adults alike.,dinner,medium
Pasta Pomodoro with Shrimp,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Pasta Pomodoro—angel hair pasta tossed with sautéed shrimp, garlic, tomatoes, and basil. Only 30 minutes!",dinner,medium
Shrimp Cakes,30,https://www.simplyrecipes.com/author/elise-bauer/,Healthy,These easy Shrimp Cakes are such a good weeknight meal. They're made with shrimp and sweet potatoes mixed with garlic and other spices. Serve with tartar sauce and coleslaw!,dinner,medium
Weeknight Chicken Ramen,30,https://www.simplyrecipes.com/author/sally-vargas/,,"A warm bowl of ramen need not be a big ordeal of time or fuss, as this weeknight chicken ramen attests. Boost store-bought chicken broth with some flavor enhancers and assemble your bowls in under 30 minutes.",dinner,medium
Chicken with Creamy Mushroom Sage Sauce,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Skinless, boneless chicken breasts with a creamy mushroom sauce with vermouth, cream, and sage.",dinner,medium
Pork Chops with Pomegranate Glaze,30,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,Pan-seared pork chops with a quick pomegranate juice glaze. Top with pomegranate seeds and parsley. 30 minutes to make.,dinner,medium
Chicken and Apples in Honey Mustard Sauce,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Simple and quick chicken breast with apples cooked in broth, with a honey mustard sauce.",dinner,medium
Coconut Curry Mussels,30,https://www.simplyrecipes.com/author/garrett-mccord/,"Gluten-Free, Low Carb, Paleo",Looking for a mussels recipe with Wow factor? This is it. Fresh mussels cooked in and served with a spicy coconut curry broth.,dinner,medium
Quick and Easy Shrimp with Angel Hair Pasta,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Easy 30-min dinner! Shrimp sautéed in olive oil with ginger, garlic, and colorful red and green bell pepper, tossed with angel hair pasta.",dinner,medium
Hanger Steak with Shallots,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb",Tender juicy hanger steak! Learn how to cook hanger steak by quickly sautéing and served with a sauce of shallots and butter in a wine reduction.,dinner,medium
Skillet Shrimp and Asparagus,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Skillet Shrimp and Asparagus, only use one pan! Quick, easy, and delicious, perfect for a midweek meal.",dinner,medium
"Broccoli, Chicken, and Almond Sauté",30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Broccoli, first blanched, then sautéed briefly with sliced grilled chicken, toasted almonds, sesame oil, and red chile flakes.",dinner,medium
Lemon Pesto Turkey Pasta,30,https://www.simplyrecipes.com/author/elise-bauer/,,"This Lemon Pesto Turkey Pasta is an easy way to use up leftover holiday turkey! With bowtie pasta, basil pesto and lemon zest, carbonara style",dinner,medium
Teriyaki Chicken Breasts,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Easy Teriyaki Chicken! How to make teriyaki chicken with skinless chicken breasts poached in homemade teriyaki sauce, served with toasted sesame seeds. Quick and easy 30-min recipe!",dinner,medium
Danish Pork Burgers,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Danish frikadeller pork burgers recipe. Ground pork mixed with eggs, crumbled saltine crakers and onions, shaped into patties and fried. Serve with Dijon mustard.",dinner,medium
Salmon with Fennel Baked in Parchment,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Quick and easy, salmon fillets, nestled on a bed of fennel, dotted with lemon and butter, baked in a pouch of parchment paper.",dinner,medium
Skillet Chicken with Baby Bok Choy,30,https://www.simplyrecipes.com/author/coco-morante/,Gluten-Free,"Chicken cutlets and baby bok choy make a super fast and easy weeknight meal. 30 minutes, start to finish. Cooks all in one pan, so minimal clean up.",dinner,medium
Slow-Roasted Salmon with Sweet Chili Glaze and Scallions,30,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Healthy, Low Carb",Ever slow-roast salmon? So good! Tender and silky. We do this one with a glaze of sweet chili sauce and scallions. Easy dinner party recipe.,dinner,medium
"Quick Sausage, Kale, and Crouton Sauté from Smitten Kitchen Every Day",30,https://www.simplyrecipes.com/author/summer-miller/,,"Try this Quick Sausage, Kale, and Crouton Sauté from Deb Perelman's new cookbook, Smitten Kitchen Every Day! It's a fast meal that's easy to adapt and is always a hit at dinner time.",dinner,medium
Soba Noodle Soup with Chicken and Bok Choy,30,https://www.simplyrecipes.com/author/sally-vargas/,,"This soba noodle soup with chicken and baby bok choy is speedy comfort food! Seasoned with ginger, lime, scallions, and herbs. A true 30-minute meal.",dinner,medium
Baked Salmon with Avocado Mango Salsa,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo","Oven-baked salmon fillets served with avocado, mango, chile, lime salsa.",dinner,medium
Salmon Provencal,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Baked salmon provencal recipe with a sauce of fresh tomatoes, fresh chopped herbs, a few shallots, lemon juice, balsamic and olive oil.",dinner,medium
"Chicken, Mushrooms, and Tomatoes with Port Wine",30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Pan-cooked boneless, skinless, chicken breasts, with mushrooms, fresh tomatoes, and port wine.",dinner,medium
Shrimp and Artichoke Pasta,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Pasta with shrimp, artichoke hearts, basil pesto, and peas. A great quick, pull-together meal.",dinner,medium
Vietnamese-Style Sticky Chicken Skewers,30,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Paleo","These Vietnamese Sticky Chicken Skewers balance all the flavors—sweet, salty, sour, and savory! Great as a party appetizer or fun weeknight meal.",dinner,medium
Savory Dutch Baby Pancake with Salmon and Fried Egg,30,https://www.simplyrecipes.com/author/sally-vargas/,,"From its dramatic puffy rise to its whole grain flavor, this Dutch baby pancake is a winner. Top it with smoked salmon and fried eggs and serve it for brunch — or for dinner!",dinner,medium
Grilled Salmon with Peach Salsa,30,https://www.simplyrecipes.com/author/sabrina-modelle/,,A peach-avocado salsa is a delicious complement to this grilled salmon. A grill pan ensures the salmon stays crispy throughout the cooking process without sticking to the grill. Winner!,dinner,medium
How to Do a New England Clambake at Home,30,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"You don't need to be in Cape Cod in order to make this clambake. Just follow these instructions for a one-pot clambake, New England style, in the comfort of your own home.",dinner,medium
Zucchini Noodle Chicken Pesto Bowl,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Quick and easy, sautéed zucchini noodles tossed with pesto, chicken and tomatoes.",dinner,medium
Chicken with Goat Cheese and Arugula,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Skinless, boneless chicken breasts, pounded thin, wrapped around an arugula and goat cheese stuffing and roasted.",dinner,medium
Baked Tilapia with Sun-dried Tomato Parmesan Crust,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Easy baked tilapia fillets with sun-dried tomato, Parmesan, breadcrumb crust, and optional berry sauce.",dinner,medium
Crispy Curried Chicken Thighs with Wilted Greens,30,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Paleo",Crispy curried chicken thighs! Serve with quick-sautéed onions and wilted greens. Easy 30 minute meal. Gluten-free and paleo.,dinner,medium
Fattoush Bread Salad,30,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"Easy Middle Eastern fattoush! Crispy pita chips, fresh vegetables, and a tangy dressing. 30 minutes.",dinner,medium
Chicken and Avocado Salad with Buttermilk Dressing,30,https://www.simplyrecipes.com/author/sally-vargas/,,"This simple, satisfying salad is the perfect way to use up leftover chicken. Top it with a zingy buttermilk dressing and a wedge if garlicky toast!",dinner,medium
Whole Wheat Pasta with Kale Pesto,30,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,This Whole Wheat Pasta with Kale Pesto is a quick and easy meatless dinner! Make your pesto with cashews for extra creaminess. Blanching the kale also helps keep the pesto green.,dinner,medium
One-Pan Roasted Harissa Salmon with Vegetables,30,https://www.simplyrecipes.com/author/sabrina-modelle/,Low Carb,"One-pan roasted salmon, rubbed with Moroccan harissa spice, roasted with green beans, bell peppers, and cherry tomatoes. Easy and elegant!",dinner,medium
Ginger Chicken with Almonds,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Delicious ginger chicken! Chicken strips, marinated in coriander and ginger, stir-fried with scallions and ginger, served mixed with mango chutney and topped with toasted almonds.",dinner,medium
"Pasta with Sausage, Tomatoes and Roasted Peppers",30,https://www.simplyrecipes.com/author/elise-bauer/,,"Pasta tossed with Italian sausage, roasted red bell peppers, olives, capers, fresh tomato and basil",dinner,medium
Steamed Mussels in Tomato Sauce,30,https://www.simplyrecipes.com/author/nick-evans/,,"Fresh mussels steamed in tomato sauce and served over pasta is the ultimate comfort food! Luckily, fresh mussels are readily available these days AND they are easy to prepare.",dinner,medium
Crispy Panko Fish Sticks,30,https://www.simplyrecipes.com/author/nick-evans/,,"Hello, homemade Panko Fish Sticks! Say goodbye to soggy fish sticks from the freezer! These fish sticks are ready for the table in about 30 minutes and are sure to please the whole family.",dinner,medium
Crab Cakes,30,https://www.simplyrecipes.com/author/sally-vargas/,,"You don’t need to travel to Maryland for delicious, easy-to-make crab cakes. Make them in the comfort of your own home in about 30 minutes. Serve them on a bed of lettuce or a bun, just don’t forget the lemon wedges!",dinner,medium
BBQ Chicken Sheet Pan Pizza,30,https://www.simplyrecipes.com/author/aaron-hutcherson/,,"What about BBQ chicken for your next pizza?! This recipe uses leftover cooked chicken and balances sweetness with heat with a hickory BBQ sauce. Press the dough into the pan, add the toppings, and you're good to go!",dinner,medium
Orecchiette Pasta with Sausage and Kale,30,https://www.simplyrecipes.com/author/nick-evans/,,"This Sausage and Kale Orecchiette is a great weeknight meal. It uses just a few ingredients and can be made quickly. Great for kids, too!",dinner,medium
Cacio e Pepe,30,https://www.simplyrecipes.com/author/jessica-gavin/,Vegetarian,"Cacio e pepe is the most divine pasta dish made with simple, high quality ingredients. Tender noodles tossed in a two-cheese blend and a hint of cream ensure luscious forkfuls. Freshly cracked black pepper adds tiny spicy bursts of flavor with each bite.",dinner,medium
Chicken Panzanella Salad,30,https://www.simplyrecipes.com/author/nick-evans/,Dairy-Free,"Who knew stale bread could be so good? This Chicken Panzanella Salad with bread, tomatoes, and shredded chicken is the perfect dinner for a hot summer night. Easy, delicious, and good enough to eat on its own!",dinner,medium
Easy Chicken Skillet Enchiladas,30,https://www.simplyrecipes.com/author/summer-miller/,,These chicken skillet enchiladas are easy to make and ready in 30 minutes. They also use only one pan and are great to double and freeze for a meal down the road!,dinner,medium
Pan Seared Scallops with Sweet Corn and Chiles,30,https://www.simplyrecipes.com/author/sally-vargas/,,"Pan seared scallops nestled in a bed of sweet corn and poblano chiles—perfect for sultry summer nights. Invite some friends over, pour a glass of crisp white wine, and watch the fireflies.",dinner,medium
How to Make the Best Oatmeal,30,https://www.simplyrecipes.com/author/megan-gordon/,"Allergy-Friendly, Gluten-Free","Here's everything you need to know to make the best oatmeal you've ever had. You'll never have to suffer through a bowl of bland, gluey oats again!",breakfast,medium
How to Make the Best Oatmeal,30,https://www.simplyrecipes.com/author/megan-gordon/,"Allergy-Friendly, Gluten-Free","Here's everything you need to know to make the best oatmeal you've ever had. You'll never have to suffer through a bowl of bland, gluey oats again!",breakfast,medium
Pumpkin Waffles,30,https://www.simplyrecipes.com/author/elise-bauer/,,Pumpkin Waffles are such a fun treat when the weather starts getting chilly! These are spiced with the warming flavors of cinnamon and nutmeg. Drizzle with warm maple syrup and serve with apple sauce for the perfect fall breakfast.,breakfast,medium
German Farmer’s Breakfast,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"German farmer's breakfast with potatoes, eggs, green onion, bell peppers, parsley, and chopped ham.  Also called Bauernfruhstuck.",breakfast,medium
Fried Green Tomatoes,30,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"How to make Fried Green Tomatoes! Sliced firm green tomatoes, dipped in egg and coated with flour, cornmeal and bread crumbs, fried and seasoned with salt and pepper.",breakfast,medium
Lemon Ricotta Pancakes,30,https://www.simplyrecipes.com/author/sally-vargas/,,"Ricotta cheese adds a creamy richness to these pancakes without making them dense, and lemon brightens the batter. Whip the egg whites separately for an extra-fluffy stack! Perfect for a special weekend brunch, Mother's Day, or Father's Day.",breakfast,medium
Zucchini Ricotta Frittata,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Vegetarian","Quick and EASY Zucchini Frittata! Made with eggs, ricotta and Parmesan cheeses, zucchini, basil and thyme.",breakfast,medium
Savory Dutch Baby Pancake with Salmon and Fried Egg,30,https://www.simplyrecipes.com/author/sally-vargas/,,"From its dramatic puffy rise to its whole grain flavor, this Dutch baby pancake is a winner. Top it with smoked salmon and fried eggs and serve it for brunch — or for dinner!",breakfast,medium
Snip Doodles (Snickerdoodle Coffee Cake) + First Look at BraveTart Cookbook,30,https://www.simplyrecipes.com/author/irvin-lin/,,"Snip Doodles! Like snickerdoodle cookies, but coffee cake. Soft and cake-like, with a cinnamon-sugar top.",breakfast,medium
Ham and Egg Bakes,30,https://www.simplyrecipes.com/author/sheryl-julian/,"Gluten-Free, Paleo",Individually baked eggs with ham! Great for using up leftover Easter or Christmas ham. Serve with toast!,breakfast,medium
How to Make Candied Bacon,30,https://www.simplyrecipes.com/author/nick-evans/,Gluten-Free,"Making candied bacon is one of those a-ha moments—why didn't I ever do this before? The magic happens in the oven and only takes half an hour. Eat it as is, crumble it over salad, or use it to garnish a Bloody Mary. We don't need to tell you what to do with bacon, right?",breakfast,medium
Chorizo and Egg Breakfast Tacos,30,https://www.simplyrecipes.com/author/irvin-lin/,Gluten-Free,"Tacos for breakfast? Yes, please! These tacos combine chorizo and scrambled eggs with all your favorite taco toppings—avocado, tomato, and cheese. It's a great way to feed a crowd in the morning.",breakfast,medium
Steak Salad with Arugula and Parmesan Cheese,31,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Healthy","Grilled steak salad with arugula salad and flaky Parmesan Cheese! A simple, fresh summer meal in the Italian tradition. Best eaten outside with friends and a bottle of wine.",lunch,medium
Tuna Burgers with Dill Olive Mayo,33,https://www.simplyrecipes.com/author/summer-miller/,,Tuna burgers to the rescue when you need dinner in a hurry and you're drawing a blank! Grab a can of tuna from the cupboard and you're mostly done. Some dill olive mayo takes it over the top!,lunch,medium
Skirt Steak with Avocado Chimichurri,33,https://www.simplyrecipes.com/author/jessica-gavin/,"Dairy-Free, Gluten-Free, Low Carb, Paleo",Add a little Argentinian flair to pan-seared skirt steak with a simple avocado chimichurri sauce. The lean and beefy cut cooks in just minutes in a sizzling hot skillet. It’s a quick dinner that will take your taste buds on a South American adventure!,dinner,medium
Tuna Burgers with Dill Olive Mayo,33,https://www.simplyrecipes.com/author/summer-miller/,,Tuna burgers to the rescue when you need dinner in a hurry and you're drawing a blank! Grab a can of tuna from the cupboard and you're mostly done. Some dill olive mayo takes it over the top!,dinner,medium
Skirt Steak with Avocado Chimichurri,33,https://www.simplyrecipes.com/author/jessica-gavin/,"Dairy-Free, Gluten-Free, Low Carb, Paleo",Add a little Argentinian flair to pan-seared skirt steak with a simple avocado chimichurri sauce. The lean and beefy cut cooks in just minutes in a sizzling hot skillet. It’s a quick dinner that will take your taste buds on a South American adventure!,dinner,medium
"Mixed Green Salad with Pecans, Goat Cheese, and Honey Mustard Vinaigrette",35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Mixed green salad with pecans, dried cranberries, goat cheese, red bell pepper, and a honey mustard balsamic vinaigrette.",lunch,high
Kale Caesar Salad with Creamy Parmesan Dressing,35,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,Easy kale and romaine Caesar salad with a creamy Parmesan dressing without egg. Great for a potluck!,lunch,high
Sesame Noodle Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Sesame Noodle Salad, so quick and easy! Thin noodles infused with a sesame, honey, soy sauce dressing.",lunch,high
Spinach and Orzo Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Classic spinach and orzo salad with orzo pasta, fresh spinach, feta cheese, pine nuts, Greek olives, and red onion.",lunch,high
Mediterranean Chicken Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Easy, healthy Mediterranean style chicken salad! With olive oil, vinegar, olives, capers, onions and fresh herbs.",lunch,high
White Bean and Cherry Tomato Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","White bean and cherry tomato salad with a dressing of rosemary infused olive oil, garlic, Parmesan, anchovies, and lemon.",lunch,high
Fish Taco Salad Bowl,35,https://www.simplyrecipes.com/author/katie-workman/,Gluten-Free,Love fish tacos? Love salad? Then you'll love these easy Fish Taco Salad Bowls! They're healthy with quickly-seared white fish and plenty of fresh vegetables. Serve with tortilla chips alongside or over top for extra crunch!,lunch,high
Lentil Salad with Summer Vegetables,35,https://www.simplyrecipes.com/author/summer-miller/,"Dairy-Free, Gluten-Free, Vegan",Summer vegetables need little more than a quick vinaigrette to turn them into a fantastic salad. Add lentils to this one for some extra heft and nutrition with your meal.,lunch,high
Chinese Smashed Cucumber Chicken Salad,35,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo",This Chinese smashed cucumber salad with bits of shredded chicken is so fast and easy. Great for hot summer nights.,lunch,high
Roasted Radish and Feta Salad,35,https://www.simplyrecipes.com/author/garrett-mccord/,Vegetarian,"Have you ever roasted radishes? Their flavor transforms in the heat of the oven, turning juicy and sweet. Toss them with a vinaigrette and some feta for a light meal or side salad.",lunch,high
Cucumber Salad with Grapes and Almonds,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Cucumber Salad with grapes, toasted almonds and a little garlic—essentially a deconstructed white gazpacho! Perfectly balanced, cool and refreshing summer salad.",lunch,high
Turkey Taco Salad,35,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"Taco Salad made with healthy ground turkey, black beans, and corn. Serve warm or cold over romaine lettuce with fresh tomatoes, avocados, and shredded cheese. Perfect for a mid-week meal or make-ahead lunch.",lunch,high
Steak Salad with Miso Vinaigrette,35,https://www.simplyrecipes.com/author/sabrina-modelle/,"Gluten-Free, Low Carb, Paleo","QUICK and EASY steak salad with a light miso vinaigrette. Ready in 30 minutes, or make-ahead for an even quicker weekday meal. Gluten-free.",lunch,high
Chicken Pozole Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"All the great fixings of chicken posole, in a salad! Chili rubbed sauteéed chicken breasts with hominy, avocado, radishes, salad greens.",lunch,high
Shrimp Po Boy Sandwich,35,https://www.simplyrecipes.com/author/hank-shaw/,,"Classic Louisiana Po Boy Sandwich with fried shrimp, shredded lettuce, tomato and homemade remoulade sauce.",lunch,high
Shrimp Po Boy Sandwich,35,https://www.simplyrecipes.com/author/hank-shaw/,,"Classic Louisiana Po Boy Sandwich with fried shrimp, shredded lettuce, tomato and homemade remoulade sauce.",lunch,high
Quick and Easy Pan-Fried Flank Steak,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",A quick and easy way of cooking lean flank steak on the stovetop.,dinner,high
Chicken Tikka Masala,35,https://www.simplyrecipes.com/author/lisa-lin/,Gluten-Free,This easy stovetop Chicken Tikka Masala tastes just like your favorite Indian take-out and is ready in under an hour. Leftovers are even better the next day!,dinner,high
Pepperoni Pizza Penne Pasta,35,https://www.simplyrecipes.com/author/nick-evans/,,"Eat Your Food! Think of pepperoni pizza, but as pasta! Kid-friendly, and parents can add some extra spice to their bowls with a crunchy breadcrumb topping.",dinner,high
Quick and Easy Pan-Fried Flank Steak,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo",A quick and easy way of cooking lean flank steak on the stovetop.,dinner,high
Chicken Tikka Masala,35,https://www.simplyrecipes.com/author/lisa-lin/,Gluten-Free,This easy stovetop Chicken Tikka Masala tastes just like your favorite Indian take-out and is ready in under an hour. Leftovers are even better the next day!,dinner,high
Pepperoni Pizza Penne Pasta,35,https://www.simplyrecipes.com/author/nick-evans/,,"Eat Your Food! Think of pepperoni pizza, but as pasta! Kid-friendly, and parents can add some extra spice to their bowls with a crunchy breadcrumb topping.",dinner,high
Hamburger Stroganoff,35,https://www.simplyrecipes.com/author/elise-bauer/,,"Hamburger stroganoff made with ground beef in a sour cream mushroom sauce, with onions, parsley, paprika, served over egg noodles.",dinner,high
Mussels in White Wine Sauce,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","A traditional French dish, mussels mariniere, or moules mariniere. Mussels steamed in white wine, served in sauce of juices from the mussels, wine, butter, and shallots.",dinner,high
One Pot Chicken and Orzo,35,https://www.simplyrecipes.com/author/elise-bauer/,,"One pot chicken and orzo with onions, tomato, garlic. Delicious! Quick and easy too.",dinner,high
How to Make Pressure Cooker Egg Bites,35,https://www.simplyrecipes.com/author/coco-morante/,,"In addition to looking darn adorable, these pressure cooker egg bites are super delicious and easy to make! Just like Starbucks' egg bites, but better because you made them yourself!",dinner,high
Pork Chops with Dijon Sauce,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb",Pan-fried pork chops with a creamy Dijon mustard sauce.,dinner,high
Creamy Dijon Mustard Chicken,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","This chicken with creamy dijon mustard sauce is an easy and fast weeknight meal. The chicken cutlets and sauce are all cooked in the same skillet, making clean-up a breeze.",dinner,high
Salsa Verde Chicken Bake,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Boneless, skinless chicken breasts baked in tomatillo salsa verde sauce, topped with melted jack cheese. 1-pot, easy dinner!",dinner,high
Thai Green Curry with Chicken,35,https://www.simplyrecipes.com/author/elizabeth-stark/,"Gluten-Free, Low Carb, Paleo","This easy green curry is made with chicken, coconut milk, fresh herbs, and lime. You'll have a stunning dish to admire, smell, and taste!",dinner,high
Cheesy Baked Hot Dogs,35,https://www.simplyrecipes.com/author/nick-evans/,,"Cheesy Baked Hot Dogs! Take a perennial kid favorite—hot dogs—to the next level by adding cheese and baking them in the oven to crispy, gooey perfection. Some onions and relish help, too.",dinner,high
Pasta with Turkey Sausage and Smoked Mozzarella,35,https://www.simplyrecipes.com/author/elise-bauer/,,Pasta with a tomato sauce with Italian turkey sausage and smoked mozzarella cheese.,dinner,high
Pork Tenderloin with Apples,35,https://www.simplyrecipes.com/author/elise-bauer/,,"An easy, tender, succulent pork tenderloin recipe with sliced apples.",dinner,high
"Salmon with Tomato, Onions, and Capers",35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Quick, easy, healthy! Salmon fillets poached in a tomato onion caper sauce with white wine.",dinner,high
Pork Chops with Braised Cabbage,35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Seared cabbage and onions that are then braised with caraway, celery seed, mustard and a little stock or water.",dinner,high
Cod with Tomato and Orange,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Cod fillets cooked in onions, green olives, tomatoes and orange slices.",dinner,high
Baked Scallops,35,https://www.simplyrecipes.com/author/elise-bauer/,,"These baked scallops are so easy and delicious! First, simmer them with a little wine, and then briefly bake them with a creamy sauce.",dinner,high
"Tilapia with Olives, Mushrooms, and Tomatoes",35,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","One of our favorite tilapia recipes! This quick and easy one-pan meal is cooks the tilapia with onions, garlic, diced tomatoes, mushrooms, and olives.",dinner,high
How to Cook Chicken in the Instant Pot,35,https://www.simplyrecipes.com/author/coco-morante/,"Low Carb, Paleo","Need chicken fast? The pressure cooker is the way to go! This method is fast, simple, and fool proof. Keep the seasoning simple or mix it up depending on how you're serving the chicken.",dinner,high
"Shrimp with Olives, Tomatoes, and Orzo",35,https://www.simplyrecipes.com/author/elise-bauer/,,"This Shrimp Orzo with Olives and Tomatoes is a perfect easy midweek dinner with shrimp, black olives, fresh tomatoes, capers, garlic, arugula, and orzo pasta.",dinner,high
Mediterranean Chicken Salad,35,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Easy, healthy Mediterranean style chicken salad! With olive oil, vinegar, olives, capers, onions and fresh herbs.",dinner,high
